Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
J,Agboola Apooyin,,,,,,,,,,,,,,,,,,International Journal of Science and Research Archive,,,,15,1,,,914,926,,,,10.30574/ijsra.2025.15.1.1099,,,,,,,Article,Apr 30 2025,2025,"Artificial Intelligence (AI) is transforming financial reporting and compliance by automating processes, improving accuracy, and enhancing decision-making. AI-driven technologies such as machine learning, natural language processing, and robotic process automation enable real-time data analysis, fraud detection, and regulatory adherence. These innovations reduce human error, streamline operations, and increase transparency in financial reporting. However, AI integration presents challenges, including data security risks, algorithmic bias, and regulatory uncertainties. The lack of standardized AI governance frameworks raises concerns about accountability and ethical decision-making in financial reporting. Additionally, AI-driven financial models may unintentionally reinforce biases, leading to potential compliance violations and reputational risks. Ethical considerations, such as fairness, transparency, and data privacy, must be addressed to ensure responsible AI adoption. Organizations must implement robust AI governance, conduct regular audits, and ensure human oversight in AI-driven financial processes. The role of regulatory bodies is crucial in establishing guidelines that balance innovation with compliance requirements. Despite the challenges, AI offers immense opportunities for financial reporting, including predictive analytics for risk assessment, automated compliance monitoring, and enhanced fraud detection mechanisms. By leveraging AI responsibly, organizations can achieve greater efficiency, accuracy, and compliance in financial reporting. Future research should focus on developing standardized AI regulatory frameworks, mitigating bias in AI-driven financial models, and enhancing AI transparency.",,,,,,,,,0,0,0,0,0,0,0,,,,2582-8185,,,,,,,,,,,,,,2025-07-31,RC:157106257_S24,,
J,"Yuan, Chih-Cheng Rex; Wang, Bow-Yaw",,,,,,,,,,Quantitative Auditing of AI Fairness with Differentially Private Synthetic Data,,,,,,,,Arxiv,,,,,,,,,,,1,,arXiv:2504.21634,,,,,,,preprint,Apr 30 2025,2025,"Fairness auditing of AI systems can identify and quantify biases. However, traditional auditing using real-world data raises security and privacy concerns. It exposes auditors to security risks as they become custodians of sensitive information and targets for cyberattacks. Privacy risks arise even without direct breaches, as data analyses can inadvertently expose confidential information. To address these, we propose a framework that leverages differentially private synthetic data to audit the fairness of AI systems. By applying privacy-preserving mechanisms, it generates synthetic data that mirrors the statistical properties of the original dataset while ensuring privacy. This method balances the goal of rigorous fairness auditing and the need for strong privacy protections. Through experiments on real datasets like Adult, COMPAS, and Diabetes, we compare fairness metrics of synthetic and real data. By analyzing the alignment and discrepancies between these metrics, we assess the capacity of synthetic data to preserve the fairness properties of real data. Our results demonstrate the framework's ability to enable meaningful fairness evaluations while safeguarding sensitive information, proving its applicability across critical and sensitive domains.",,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,"Acad Sin, Inst Informat Sci, Taipei, Taiwan",Acad Sin,,,2025-08-07,PPRN:123166262,,
J,"Tadi, Venkata",,"Senior Data Analyst, Frisco, Texas, USA",,,,,,,,,,,,,,,,Journal of Artificial Intelligence & Cloud Computing,,,,,,,,1,10,,,,10.47363/jaicc/2024(3)e104,,,,,Apr 2024,,Article,Apr 30 2024,2024,"The integration of generative artificial intelligence (AI) in business-to-business (B2B) sales processes offers significant opportunities for enhanced efficiency, personalization, and predictive capabilities. However, these advancements come with substantial ethical challenges and risks of biases that can undermine trust and fairness in AI-driven interactions. This paper explores the ethical landscape of generative AI in B2B sales, focusing on data privacy, security, transparency, accountability, and informed consent. It examines the sources of bias in AI algorithms, their impact on customer engagement and satisfaction, and the strategies to mitigate these biases. Through a comprehensive review of current literature and case studies, this research highlights the importance of building and maintaining trust in AI systems and ensuring fair treatment of all customers. Insights from industry leaders and proposed future research directions emphasize the need for continuous adaptation and learning in AI ethics. The findings underscore the critical role of ethical AI practices in fostering sustainable and trustworthy B2B sales environments. This paper aims to contribute to the development of ethical frameworks and guidelines that support fair and transparent AI systems, ensuring that the benefits of AI are realized without compromising ethical standards.",,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,2025-07-11,RC:155248343_S24,,
J,"-, Rachid Ejjami; -, Khaoula Boussalham",,,,,,,,,,,,,,,,,,International Journal For Multidisciplinary Research,,,,6,4,,,,,,,,10.36948/ijfmr.2024.v06i04.25116,,,,,Jul 2024,,Article,Jul 23 2024,2024,"This integrative literature review investigates the transformative impact of artificial intelligence (AI) on supply chain management, addressing the pressing need for efficiency and robustness through AI-driven predictive maintenance, machine learning (ML), and decision support systems. By examining current literature, the study highlights AI's potential to automate and revolutionize supply chain operations, enhancing speed, accuracy, and risk management capabilities while identifying significant challenges such as bias mitigation, algorithmic transparency, and data privacy. The methodology involves a comprehensive review of scholarly articles, reports, and academic publications, focusing on AI applications in predictive maintenance, risk mitigation, and decision-making processes. The analysis reveals significant improvements in operational efficiency and accuracy due to AI, alongside concerns about biases, transparency, and implementation issues. The findings confirm AI's transformative potential in supply chain management but emphasize the necessity for ongoing supervision, regular audits, and the development of AI models capable of detecting and rectifying operational anomalies. The study proposes creating roles such as AI Supply Chain Oversight Officer (AISCO), AI Supply Chain Compliance Officer (AISCCO), and AI Supply Chain Quality Assurance Officer (AISQAO) to ensure responsible AI utilization, maintaining the integrity and efficiency of supply chain operations while addressing implementation challenges. The review concludes that AI is promising for transforming supply chains; however, careful implementation is crucial to uphold operational integrity and resilience. Future research should prioritize longitudinal studies to evaluate AI's long-term impact, focus on addressing implementation concerns, and ensure fair and transparent integration of AI technologies. These findings have significant implications for practice and policy, underscoring the need for robust frameworks and regulatory measures to guide the effective use of AI in supply chains.",,,,,,,,,4,0,0,0,0,0,5,,,,2582-2160,,,,,,,,,,,,,,2025-07-10,RC:147379935_S24,,
J,"Zhang, Jie",,,,,,,,,,,,,,,,,,International Journal of Artificial Intelligence for Science (IJAI4S),,,,1,2,,,,,,,,10.63619/ijai4s.v1i2.004,,,,,,,Article,Jul 11 2025,2025,"As Artificial Intelligence (AI) technologies become increasingly embedded in critical aspects of modern life—ranging from healthcare diagnostics and financial forecasting to autonomous vehicles, law enforcement, education, and national security—the urgency of addressing their ethical implications has grown exponentially. While AI systems offer unprecedented efficiencies and capabilities, they also present significant risks, including algorithmic bias, opaque decisionmaking processes, data exploitation, invasion of privacy, digital surveillance, job displacement, and the amplification of societal inequalities. These risks are particularly acute in high-stakes domains where errors or unchecked use can result in irreversible harm or systemic injustice. This paper offers a comprehensive examination of the evolving ethical landscape surrounding AI development and deployment. It explores foundational ethical principles such as fairness, accountability, transparency, and human-centered design, alongside contemporary challenges introduced by machine learning models, deep learning algorithms, and autonomous decision systems. Special attention is given to the global regulatory landscape, comparing initiatives such as the European Union’s AI Act, the U.S. Blueprint for an AI Bill of Rights, and guidelines from organizations like UNESCO and the OECD. The paper also examines the growing role of interdisciplinary AI ethics teams, algorithmic auditing, and impact assessments. Ultimately, the paper proposes a strategic roadmap for building ethical AI ecosystems grounded in inclusivity, explainability, legal compliance, and social well-being. It emphasizes that aligning AI development with democratic values, human dignity, and global equity is not merely desirable— but essential—for ensuring that the future of AI serves humanity as a whole, rather than a privileged few.",,,,,,,,,0,0,0,0,0,0,0,,,,3067-3593,,,,,,,,,,,,,,2025-08-04,RC:157867911_S24,,
J,"Muhammad, Tayyab; Yaseen, Asad; Shah, Kriya",,,,,,,,,,,,,,,,,,American Journal of Computing and Engineering,,,,7,4,,,35,49,,,,10.47672/ajce.2423,,,,,Sep 2024,,Article,Sep 13 2024,2024,"Purpose: This study examines the transformative role of Artificial Intelligence (AI) in the financial services industry, particularly in the FinTech sector. By exploring AI applications such as personalized banking, fraud detection, credit scoring, and algorithmic trading, the paper analyzes how AI enhances operational efficiency and customer experience.Material and Methods: Using case studies from leading financial institutions, the paper highlights both opportunities and ethical concerns, such as data privacy and algorithmic bias.Findings: The study found that AI enhances detection by analyzing vast datasets to spot suspicious patterns and anomalies that human auditors may miss, improving compliance and reducing financial crime risks. AI streamlines loan underwriting processes by evaluating a broader range of data, such as payment history and social media behavior, providing more accurate risk assessments. The study also revealed that algorithmic trading uses AI to automate and optimize trades at speeds and scales impossible for human traders. AI systems analyze real-time market data and execute trades within milliseconds, capitalizing on fleeting opportunities in the stock market. By incorporating machine learning, these systems can adapt and improve over time, becoming more effective in predicting market trends and managing risk.Implications to Theory, Practice and Policy: It expands the understanding of how AI can reshape financial interactions, enhancing personalization, fraud detection, and credit assessment. From a practical standpoint, it highlights real-world applications, such as robo-advisors and algorithmic trading, offering insights into how institutions can implement AI responsibly. On a policy level, the study underscores the importance of regulatory frameworks addressing data privacy, algorithmic fairness, and transparency, advocating for collaboration between regulators and financial institutions to ensure ethical AI deployment.",,,,,,,,,0,0,0,0,0,0,0,,,,2790-5586,,,,,,,,,,,,,,2025-07-10,RC:144531434_S24,,
J,"Ahmed, Mohamed Mustaf; Okesanya, Olalekan John; Oweidat, Majd; Othman, Zhinya Kawa; Musa, Shuaibu Saidu; Lucero-Prisno Iii, Don Eliseo",,,,"; Musa, Shuaibu/AAW-7559-2021; Lucero-Prisno, Don Eliseo III/LSJ-4602-2024; Othman, Zhinya/JGE-3058-2023; Oweidat, Majd/LPQ-3057-2024; Ahmed, Mohamed/JEP-2444-2023; Olalekan John, Okesanya/HHY-7224-2022","Ahmed, Mohamed Mustaf/0009-0006-5991-4052; Othman, Zhinya Kawa/0009-0008-3914-0867; Okesanya, Olalekan John/0000-0002-3809-4271; Oweidat, Majd/0009-0009-2564-5781",,,,,"The ethics of data mining in healthcare: challenges, frameworks, and future directions",,,,,,,,BIODATA MINING,,,,18,1,,,,,47,,,10.1186/s13040-025-00461-w,,,,,,,Review,JUL 11 2025,2025,"Data mining in healthcare offers transformative insights yet surfaces multilayered ethical and governance challenges that extend beyond privacy alone. Privacy and consent concerns remain paramount when handling sensitive medical data, particularly as healthcare organizations increasingly share patient information with large digital platforms. The risks of data breaches and unauthorized access are stark: 725 reportable incidents in 2023 alone exposed more than 133 million patient records, and hacking-related breaches surged by 239% since 2018. Algorithmic bias further threatens equity; models trained on historically prejudiced data can reinforce health disparities across protected groups. Therefore, transparency must span three levels-dataset documentation, model interpretability, and post-deployment audit logging-to make algorithmic reasoning and failures traceable. Security vulnerabilities in the Internet of Medical Things (IoMT) and cloud-based health platforms amplify these risks, while corporate data-sharing deals complicate questions of data ownership and patient autonomy. A comprehensive response requires (i) dataset-level artifacts such as datasheets, (ii) model-cards that disclose fairness metrics, and (iii) continuous logging of predictions and LIME/SHAP explanations for independent audits. Technical safeguards must blend differential privacy (with empirically validated noise budgets), homomorphic encryption for high-value queries, and federated learning to maintain the locality of raw data. Governance frameworks must also mandate routine bias and robust audits and harmonized penalties for non-compliance. Regular reassessments, thorough documentation, and active engagement with clinicians, patients, and regulators are critical to accountability. This paper synthesizes current evidence, from a 2019 European re-identification study demonstrating 99.98% uniqueness with 15 quasi-identifiers to recent clinical audits that trimmed false-negative rates via threshold recalibration, and proposes an integrated set of fairness, privacy, and security controls aligned with SPIRIT-AI, CONSORT-AI, and emerging PROBAST-AI guidelines. Implementing these solutions will help healthcare systems harness the benefits of data mining while safeguarding patient rights and sustaining public trust.",,,,,,,,,0,0,0,0,0,0,0,,,1756-0381,,,,,,,,,,,"SIMAD Univ, Fac Med & Hlth Sci, Mogadishu, SomaliaUniv Thessaly, Dept Publ Hlth & Maritime Transport, Volos, GreeceChrisland Univ, Dept Med Lab Sci, Ajebo, Abeokuta, NigeriaHebron Univ, Coll Med, Hebron, PalestineKurdistan Tech Inst, Dept Pharm, Sulaimani, Kurdistan Regio, IraqChulalongkorn Univ, Fac Med, Sch Global Hlth, Bangkok, ThailandAhmadu Bello Univ, Dept Nursing Sci, Zaria, NigeriaLondon Sch Hyg & Trop Med, Dept Global Hlth & Dev, London, EnglandCebu Normal Univ, Ctr Res & Dev, Cebu, PhilippinesUniv Makati, Ctr Univ Res, Makati, Philippines",SIMAD UnivChrisland UnivHebron UnivKurdistan Tech InstUniv Makati,,,2025-07-16,WOS:001526601800001,40646553,
J,Areeba Farooq; Anate Benoit Nicaise Abbey; Ekene Cynthia Onukwulu,,,,,,,,,,,,,,,,,,World Journal of Advanced Research and Reviews,,,,24,3,,,2207,2218,,,,10.30574/wjarr.2024.24.3.3961,,,,,Dec 2024,,Article,Dec 30 2024,2024,"Fraud in public assistance programs, such as the Supplemental Nutrition Assistance Program (SNAP) and Electronic Benefit Transfer (EBT), poses significant economic and social challenges, diverting vital resources from vulnerable populations. Traditional fraud detection methods, including manual audits and static rule-based systems, have proven insufficient to address the complexity and adaptability of modern fraudulent schemes. This paper proposes a conceptual framework for AI-powered fraud detection, emphasizing the use of machine learning, anomaly detection, and predictive analytics to combat fraud effectively. The framework addresses systemic challenges, including evolving fraud tactics, sector-specific issues, and technological barriers such as data privacy and scalability. It highlights the core components of AI-driven systems, ensuring interoperability across public assistance programs and e-commerce platforms. Ethical considerations, such as transparency, fairness, and accountability, are integrated into the framework to prevent algorithmic bias and protect beneficiaries' rights. The paper also explores AI adoption's economic and social implications, outlining the potential for cost savings, operational efficiency, and improved equity in benefit distribution. Finally, strategic recommendations are provided to support the ethical design, sector-agnostic deployment, and continuous improvement of AI-based fraud detection systems. By addressing these challenges, this paper aims to contribute to a more efficient, fair, and transparent approach to public resource protection.",,,,,,,,,0,0,0,0,0,0,0,,,,2581-9615,,,,,,,,,,,,,,2025-07-11,RC:154789801_S24,,
J,"El Arab, Rabie Adel; Al Moosa, Omayma Abdulaziz; Albahrani, Zahraa; Alkhalil, Israa; Somerville, Joel; Abuadas, Fuad",,,,"El Arab, Rabie/AEC-8068-2022; Shaban, Mostafa/GLR-7092-2022","El Arab, Rabie Adel/0000-0002-3822-9236;",,,,,"Integrating Artificial Intelligence into Perinatal Care Pathways: A Scoping Review of Reviews of Applications, Outcomes, and Equity",,,,,,,,NURSING REPORTS,,,,15,8,,,,,281,,,10.3390/nursrep15080281,,,,,,,Review,JUL 31 2025,2025,"Background: Artificial intelligence (AI) and machine learning (ML) have been reshaping maternal, fetal, neonatal, and reproductive healthcare by enhancing risk prediction, diagnostic accuracy, and operational efficiency across the perinatal continuum. However, no comprehensive synthesis has yet been published. Objective: To conduct a scoping review of reviews of AI/ML applications spanning reproductive, prenatal, postpartum, neonatal, and early child-development care. Methods: We searched PubMed, Embase, the Cochrane Library, Web of Science, and Scopus through April 2025. Two reviewers independently screened records, extracted data, and assessed methodological quality using AMSTAR 2 for systematic reviews, ROBIS for bias assessment, SANRA for narrative reviews, and JBI guidance for scoping reviews. Results: Thirty-nine reviews met our inclusion criteria. In preconception and fertility treatment, convolutional neural network-based platforms can identify viable embryos and key sperm parameters with over 90 percent accuracy, and machine-learning models can personalize follicle-stimulating hormone regimens to boost mature oocyte yield while reducing overall medication use. Digital sexual-health chatbots have enhanced patient education, pre-exposure prophylaxis adherence, and safer sexual behaviors, although data-privacy safeguards and bias mitigation remain priorities. During pregnancy, advanced deep-learning models can segment fetal anatomy on ultrasound images with more than 90 percent overlap compared to expert annotations and can detect anomalies with sensitivity exceeding 93 percent. Predictive biometric tools can estimate gestational age within one week with accuracy and fetal weight within approximately 190 g. In the postpartum period, AI-driven decision-support systems and conversational agents can facilitate early screening for depression and can guide follow-up care. Wearable sensors enable remote monitoring of maternal blood pressure and heart rate to support timely clinical intervention. Within neonatal care, the Heart Rate Observation (HeRO) system has reduced mortality among very low-birth-weight infants by roughly 20 percent, and additional AI models can predict neonatal sepsis, retinopathy of prematurity, and necrotizing enterocolitis with area-under-the-curve values above 0.80. From an operational standpoint, automated ultrasound workflows deliver biometric measurements at about 14 milliseconds per frame, and dynamic scheduling in IVF laboratories lowers staff workload and per-cycle costs. Home-monitoring platforms for pregnant women are associated with 7-11 percent reductions in maternal mortality and preeclampsia incidence. Despite these advances, most evidence derives from retrospective, single-center studies with limited external validation. Low-resource settings, especially in Sub-Saharan Africa, remain under-represented, and few AI solutions are fully embedded in electronic health records. Conclusions: AI holds transformative promise for perinatal care but will require prospective multicenter validation, equity-centered design, robust governance, transparent fairness audits, and seamless electronic health record integration to translate these innovations into routine practice and improve maternal and neonatal outcomes.",,,,,,,,,0,0,0,0,0,0,0,,,2039-439X,2039-4403,,,,,,,,,,"Almoosa Coll Hlth Sci, Alhsa 36422, Saudi ArabiaAlmoosa Specialist Hosp, Alhsa 36342, Saudi ArabiaUniv Highlands & Isl, Inverness Coll, Inverness IV2 3JH, ScotlandJouf Univ, Coll Nursing, Dept Community Hlth Nursing, Sakaka 72388, Saudi Arabia",Almoosa Specialist Hosp,,,2025-09-01,WOS:001558062300001,40863668,
J,"Lin, Chengkai",,,,,,,,,,,,,,,,,,Advances in Economics Management and Political Sciences,,,,170,1,,,1,6,,,,10.54254/2754-1169/2025.lh24009,,,,,,,Article,Jun 13 2025,2025,"Recent advancements in artificial intelligence (AI) have fundamentally transformed credit management and risk assessment paradigms within the financial sector. Contemporary research demonstrates that machine learning algorithms, particularly deep neural networks, outperform traditional statistical methods by 18-22% in predictive accuracy metrics (F1-score) across credit scoring applications. This performance advantage stems from AI's capacity to process heterogeneous data streams - including transactional records, alternative credit data, and behavioral patterns - through sophisticated feature extraction techniques. However, the implementation of these systems introduces complex operational challenges. Foremost among these is the substantial data requirement: typical risk assessment models now train on datasets exceeding 10 million observations, raising significant concerns regarding GDPR compliance and consumer privacy protections. Equally problematic is the persistence of algorithmic bias, with recent audits revealing demographic disparities exceeding 15% in approval rates for statistically identical applicants. Emerging mitigation strategies employ multi-objective optimization during model training, incorporating fairness constraints alongside accuracy metrics. Technological solutions such as federated learning architectures and homomorphic encryption show particular promise, enabling decentralized model training while maintaining data confidentiality. The field now faces critical questions regarding model interpretability, with regulators increasingly mandating explainable AI (XAI) standards for financial decision systems. Hybrid approaches combining symbolic AI with neural networks represent a promising research direction. These developments suggest that future AI-driven risk management systems must balance three competing priorities: predictive performance, regulatory compliance, and ethical considerations - a challenge that will require close collaboration between data scientists, policymakers, and financial institutions to resolve effectively.",,,,,,,,,0,0,0,0,0,0,0,,,,2754-1177,,,,,,,,,,Fuzhou Overseas Chinese Middle School,Fuzhou Overseas Chinese Middle Sch,,,2025-08-04,RC:157698629_S24,,
J,"Othman, Esam; Mahafdah, Rund",,,,,,,,,,,,,,,,,,Journal of Posthumanism,,,,5,4,,,,,,,,10.63332/joph.v5i4.1091,,,,,,,Article,Apr 13 2025,2025,"Considering the importance of artificial intelligence (AI) in decision-making processes in various fields such as health, law and finance, the concern for bias and fairness of decision making has increased. This paper presents an extensive discussion of bias-aware machine learning(Ml) such as fairness-aware modeling, detection and mitigation. The paper demonstrates aspects of fairness, different forms of algorithmic bias including intersectional bias and how biased systems impact society. The paper turns to appreciation of dentieth, Trust Dynamics, Legal and Regulatory Frameworks And in the Context of Promoting Transparency: Exploring the Role of Explainable AI (XAI). Taking into account the current advances for combatting bias, also pre-processing, in-processing, and post-processing methods, for instance, draw on examples from major domains of interest. Apart from the improvements AIs have achieved, existing challenges involve little attention to relationship among different identities, poor frameworks in place for implementation and operation in other parts of the world, inadequate abuse detection mechanisms among others. Regarding this, we present some of the research questions that focus on the notions of transparency, privacy protected fairness audits, and shared control with the aim of guiding the growth of fair, responsible, and competent AI systems.",,,,,,,,,0,0,0,0,0,0,0,,,,2634-3584,,,,,,,,,,,,,,2025-07-31,RC:157120513_S24,,
J,"Arcolezi, Heber Hwang; Makhlouf, Karima; Palamidessi, Catuscia",,,,"Makhlouf, Karima/HJY-1851-2023; Arcolezi, Héber/AAV-5099-2020",,,,,,Group fairness under obfuscated sensitive information,,,,,,,,JOURNAL OF COMPUTER SECURITY,,,,33,4,,,,,,,,10.1177/0926227X251330212,,,,,MAY 2025,,Article,JUL 2025,2025,"In the era of Big Data, the development of artificial intelligence (AI) systems presents both opportunities and challenges, particularly concerning privacy and fairness. While differential privacy (DP) has emerged as a robust methodology for preserving privacy in real-world applications, its local variant (LDP) specifically addresses trust issues by removing the reliance on a centralized server. Equally critical, conducting fairness audits of AI systems helps identify and mitigate discriminatory outcomes in machine learning. Although the relationship between DP and fairness is inherently multifaceted, this paper offers a detailed empirical examination of how collecting multi-dimensional sensitive attributes under LDP affects fairness in binary classification tasks. Our findings reveal that LDP can slightly improve fairness without substantially degrading model performance-challenging the notion that DP necessarily exacerbates unfairness. We demonstrate these results by evaluating seven state-of-the-art LDP protocols on three benchmark datasets, using established group fairness metrics. Moreover, we propose a novel privacy budget allocation scheme that incorporates varying domain sizes of sensitive attributes, achieving a superior privacy-utility-fairness trade-off compared to existing solutions.",,,,,,,,,0,0,0,0,0,0,0,,,0926-227X,1875-8924,,,,,,,,,,"Univ Grenoble Alpes, Inria Ctr, Grenoble, FranceInria Saclay & Ecole Polytech IPP, Palaiseau, FranceUniv Doha Sci & Technol UDST, Doha, Qatar",,,,2025-05-19,WOS:001488534400001,,
